,index,Emotion,Statement
5337,5828,sadness,"I was in a car accident on the way back from a weekend rowing  
regatta we'd won. 5 others were in the car. I thought I'd never  
be able to row again."
5338,3633,guilt,"I feel this feeling most often before me not before the others.  
My outside is iron but actually I'm wasting away."
5339,3980,guilt,"Too busy to write letters to friends and they said I had  
forgotten about them."
5340,4580,joy,Winning Queensland Chess Championship.
5341,2522,fear,"When I was ringing up a guy who was my teen idol, and was in  
Auckland. I was really scared, I didn't know what to say or do."
5342,5716,sadness,"I felt sadness when I notice that I'm not important for a  
determinate person. We do many things for a friend, and we see  
soon after, that he doesn't do anything for us, nor thinks of us."
5343,4117,guilt,"I once felt guilty when a certain passenger in the same (ship,  
plane ?) which I boarded when coming from home lost his 10t which  
in fact fell into my pocket unknowingly."
5344,7465,shame,My companion admired me when I did some work voluntarily.
5345,3035,fear,"When I was a kid, I always opened the door to greet my father  
when he came back from work.  One day it so happened that his  
hair was scattered due to over-crowding in the train, and when I  
opened the door as usual I saw something else.  I was so scared  
that I could not talk."
5346,6591,shame,"I was dishonest to my boyfriend concerning something that is  
important to our relationship."
5347,1391,disgust,I felt disgust of dirty.
5348,2814,fear,When I saw a ghost.
5349,1,anger,"When a car is overtaking another and I am forced to drive off the  
road."
5350,2468,fear,"When I was looking for a job I felt a lot of fear but the fear  
was greater when I found it."
5351,169,anger,"My parents put pressure on me to buy clothes, when I would not  
have liked to do so."
5352,106,anger,"A close friend first said he accepted an agreement, but later  
used that agreement as a reason for attacking me."
5353,6788,shame,"Sincerely I'm a very timid guy and so even in very simple  
situations sometimes I am ashamed."
5354,5697,sadness,"My fiancT's family was adopting a 5 years old boy. I felt  
myself close to him as I never felt before. After some time his  
mother demanded the care of the kid and we were obliged to send  
him back."
5355,3478,guilt,"A neighbour complained about smoke from my backyard incinerator  
entering his house after a change of wind direction. I lit the  
fire after originally checking that the wind would not blow the  
smoke in that direction."
5356,4748,joy,Waking in morning (early morning) and having whole day to myself.
5357,176,anger,"When I saw a big man hit another one, and nobody did anything."
5358,274,anger,"When my rights to use a shared house had been usurped by  
co-owners out of pure selfishness."
5359,1936,disgust,"Once when I was studying for my examination, I was asked to do  
some work which was unavoidable."
5360,1853,disgust,"A friend of mine had sex with someone of a different race on a  
Winnebago trip down to USC in front of everyone (all my friends  
embarrassed my sorority house name)."
5361,5312,joy,When I attended the concert of a pop singer.
5362,2482,fear,"When I was dreaming that I was being chased, in the upmost of  
horror the door of the closed felt down synchronicaly with the  
dream scare."
5363,1039,anger,"My elder brother often criticizes my mother's cooking.  Once he  
did it very impolitely and lost his temper.  This made all of us  
very sad.  I was very angry and I scolded him.  He asked me not  
to interfere with what was his buisness."
5364,6208,sadness,"Three weeks ago a friend of mine bid me good-bye before going  
abroad.  I felt happy for her as she was achieving something by  
making the trip, but I also felt sad as I would not be seeing her  
for a long time."
5365,3654,guilt,"I felt guilty when I had taken the car keys and I had an accident  
but as my parents did not know who was to blame, they punished my  
brother because I had no driving licence and they thought it  
impossible that had driven the car."
5366,6430,sadness,"I am a Christian but I cannot find any meaning in life . It  
seems that I am deceiving myself but I cannot find the way out."
5367,3619,guilt,"Always, and this happens often when I do not keep my word."
5368,296,anger,"My younger brother and I had been fighting over the TV/Video. He  
kept on turning it on and off every 2 seconds and was not  
listening to my authority and was being cheeky. We fought and I  
ended up in tears - he'd won."
5369,5875,sadness,"My boyfriend with whom I had a longlasting relationship, fell in  
love with another girl, then he asked me something which implied  
that he loved that girl more than he loved me."
5370,702,anger,When someone took my pen away.
5371,3365,guilt,"When I behaved improperly - fought in a public place.   
Afterwards, I felt guilty about my conduct."
5372,5574,sadness,My partner left me after we had been together for a long time.
5373,1268,disgust,"A friend told me how he managed to win the sympathy of as many  
people as possible. He said he first listened to what they said  
and then he tried to only say things they would like to hear.  
He would never express his own opinion. I felt really disgusted  
when he told that."
5374,3527,guilt,"When I felt I had let my parents down, especially my mother, by  
having sexual intercourse for the first time, and a few times  
after that. Also, when I went on the Pill."
5375,1186,disgust,Seeing a pornographic film when looking for a place to live.
5376,3021,fear,"I had a cousin whom I loved so much. Unfortunately she passed  
away suddenly and one time I had a dream in which I was talking  
to her yet she is dead."
5377,6109,sadness,When my grandmother died - having to see my mother weep.
5378,5234,joy,When my brother bought me a nice pair of shoes from South Africa.
5379,1536,disgust,"When somebody who had been a bully and had acted cruelly to  
others who were unable to defend themselves was taken down a few  
notches and he began to grovel. I was disgusted with his  
grovelling and the manner in which he had treated others."
5380,5311,joy,"I preached to a F.3 students in a gospel camp.  They thus knew  
more about God and made up their minds to believe in Jesus."
5381,905,anger,"This situation happened when my friend John ate my banana which I  
kept in the cupboard."
5382,6751,shame,I made a comment that at the moment didn't fit.
5383,5131,joy,"The day I was happiest was the day when I received a phone call  
from Eve's Weekly to inform me that I had won the first prize of  
the All India Essay competition.  I had won this prize when I was  
an under-graduate when even post graduates had participated.  I  
had been judged by eminent judges and political scientists."
5384,3924,guilt,"When I told the driver at my workplace to lie and tell the boss  
that it was not me who was responsible for the delay.  The boss  
was very annoyed and the driver was punished and a day's salary  
was taken away from him."
5385,619,anger,"When I was the target of a great many insults and completely  
unfair accusations of a large group of people."
5386,980,anger,Doing this pointless questionnaire.
5387,6272,sadness,"I was very sad when I was shouted at by Uncle and was told that I  
was not to be given school fees because I didn't go to work in  
the garden since I had gone to escort my sister to the bus depot."
5388,6987,shame,I forgot something I agreed upon with a good friend.
5389,2699,fear,"The same situation as with sadness. I was afraid about what my  
parents would further do to distroy my relationship."
5390,1243,disgust,"When I was working, I got treated in a way which I felt was not  
democratic."
5391,7108,shame,"When a soppy poem that I had written to a boy was found and every  
one read it and started teasing me about it."
5392,3969,guilt,"When I forgot to cook something that my mother had told me to,  
and at supper time the food that I was supposed to have prepared  
was not there."
5393,2071,disgust,Saw my unfair report.
5394,2321,fear,[ In an aeroplane.]
5395,6919,shame,"Being caught by parents in a compromising situation with  
girlfriend."
5396,3223,guilt,When one has neglected or been unjust to a good friend.
5397,959,anger,"Somebody took my wristwatch and promised to have it mended and  
later was telling me that he couldn't give it back to me because I was  
rude at a certain time."
5398,662,anger,"I peeped into Maurine's bedroom and saw two people - Maurine anbd  
my step-dad.  I thought, "" Why did she break her promises ? Why  
had she invited me ? Why do old men go for young girls ? """
5399,6276,sadness,"This condition accumulated in my mind when funeral news was  
brought to my awareness, that a close relative had passed away."
5400,750,anger,"When my brother-in-law's brother stole my clothes when my  
brother-in-law and I had gone to cut wood for the fire."
5401,5850,sadness,"Social situation - at the pub - a close friend of 2 years told  
the group around us of advances I had made."
5402,1732,disgust,A pig in the well from which we drink.
5403,1534,disgust,"My older sister used to pick on my brothers and sisters all of  
whom were younger than her. On one occasion my brother did  
something my sister didn't like. A full-scale battle began."
5404,4154,guilt,"When I insulted my young sister for a very little misconduct of  
putting on my shoes. She wrote me an apology letter and the  
message she included made me feel guilty."
5405,4170,guilt,Passing by a good friend's home without coming in to visit him.
5406,3464,guilt,"A friend who was 22 years old, died of leukemia; I had not known  
that he was so ill and therefore had not cared."
5407,6119,sadness,When I first suffered from syphilis.
5408,7310,shame,When I had been angry at my friend without any reason.
5409,5795,sadness,When I quarrelled with a very close friend of mine.
5410,5834,sadness,On rising. No apparent reason.
5411,5826,sadness,Death of brother.
5412,4845,joy,"When someone made me a compliment after an examination just at  
the moment I needed it. It was amicable, hearty and sincere."
5413,1079,disgust,"At a gathering I found myself involuntarily sitting next to two  
people who expressed opinions that I considered very low and  
discriminating."
5414,7112,shame,When I failed the grade seven exams.
5415,3163,fear,Before an important examn.
5416,4417,joy,"My joy was the joy of meeting again.  My husband came home after  
having been away for weeks (for work).  I was on the railway  
station to meet him."
5417,1492,disgust,"For a drunk man (about 20 years old) that I met one evening, and  
who behaved impudently with the girls standing by."
5418,7480,shame,"My teacher said that being university studets we did not have  
any self-initiative or self-control."
5419,1628,disgust,Seeing a pornographic movie in which animals were used.
5420,6756,shame,"In the last day of carnaval I met a boy and began to flirt with  
him. I was in love with him. When he introduced me to his friends  
I died of shame because I was with them before, I met my  
boyfriend in carnaval."
5421,3656,guilt,"I feel always guilty before my parents when I come home and have  
to tell them I have failed an exam."
5422,6550,shame,Was caught stealing apples in a neighbor's garden.
5423,2771,fear,"On a dark night I felt that there were several people near me  
and I did not know who they were."
5424,6624,shame,"When I had to go to the gynecologist and to sit on that special  
chair, I felt ashamed."
5425,2035,disgust,A girl I do not like kept coming to me and talking to me.
5426,5224,joy,The time I first saw my cousin who is living in Tanzania.
5427,7134,shame,When I failed one of the first year's courses.
5428,4218,guilt,"One saturday night I did some meaningless work and went to bed  
very late.  Next morning I had was very sleepy so I continued  
sleeping even though I had work to do and I missed the Sunday  
service."
5429,3734,guilt,"When I realised that I had rejected a boy, who was fallen in love  
with me, rather bluntly four times."
5430,2090,disgust,Talking to someone I disliked.
5431,6896,shame,"Felt ashamed when in a group conversation and could not  
understand words or comprehend the topic of discussion."
5432,710,anger,When my colleague spat on my face after a quarrel.
5433,1394,disgust,I felt disgust of my father when I knew he had a lover.
5434,5269,joy,When I found out that I can travel with my best friend.
5435,6780,shame,"I felt ashamed of feeling sorry about myself when I passed  
through the situation of being betrayed by my girlfriend."
5436,5926,sadness,"Recently I felt very sad without any reason. It lasted for a few  
days. There was nothing I liked in that period."
5437,3655,guilt,"I felt guilty when I failed to take an exam though I had had  
enough time to read for it but I hadn't made use of it."
5438,6895,shame,"My first real experience with a boy. We were alone. I was quite  
young and pretty naive and he was pretty crude and real, sort of,  
macho. It was dark, at night during the summer and we were  
talking."
5439,1203,disgust,"When I noticed that a nice person was being exploited  
economically."
5440,50,anger,"When my boss enrolled in a course to satisfy his own ends - to  
trample on his associates.  I have the misfortune to have one of  
my superiors in my course."
5441,5898,sadness,"Disappointed love. The girl made an end to our relationship while  
I thought she was in love with me."
5442,5103,joy,I realized the girl liked to be with me.
5443,6324,sadness,My grandmother died.
5444,3115,fear,"Waking up from a bad dream in a dark night with noone else  
around."
5445,6992,shame,"I cried for 3 hours because I felt very miserable. Then I called  
my boyfriend and he said lovely things to me. After this feeling  
disappeared I felt ashamed."
5446,5986,sadness,"When I decided not to out any longer with a girl whom I liked  
quite a lot.  This made me feel low for a some time."
5447,1619,disgust,"I was looking at a one-man show on television. He told very  
disgusting things so that I started to be disgusted with it.  
(Later on it proved that this was his intention)."
5448,4248,guilt,"I was so excited once that I told my classmate that she was old,  
this hurt her and I felt guilty."
5449,5252,joy,My class winning against another class in a football match.
5450,1469,disgust,"At the sight of an insect, such as the black-beetle."
5451,824,anger,"After I said something that my boyfriend disagreed with, he  
walked away from me without discussing what bothered him. I  
became very angry with him for treating me this way. Yesterday,  
November 14."
5452,5540,sadness,"I was on a class excursion, by boat to Stockholm.  At night my  
class mates prepared to clebrate their motive in life which was  
""life is merriment"".  I felt depressed about the way they sought  
happiness."
5453,2392,fear,"My mother, my sister and I were sitting in the sitting room and  
watching a film on TV. My father came home drunk and told us to  
turn off. When we did not do that he switched off the fuse and  
started shouting. We were sitting in the dark and I was afraid  
that he would do us a harm."
5454,1074,anger,Someone spread rumours about me.
5455,1801,disgust,"A friend of mine remembered me when she needed me and did not  
even think about me when she did not need me."
5456,5172,joy,"I felt this emotion when my name was announced on the radio that  
I had been selected to come to Lilongwe School for Health  
Sciences to take a training course as a Medical Assistat."
5457,7471,shame,"Our teacher had invited us to lunch and once at the canteen we  
started introducing ourselves.  Two of the boys showed a lot of  
interest in knowing personal details and then they started  
talking about some activities held in the college.  I had little  
interest in those activities so I talked to another student  
sitting next to me as I was afraid that they would ask me  
questions on those activities."
5458,1114,disgust,"When I slept with a guy because my best friend wanted me to.   
He had never had intercourse with anyone and had a terrible  
complex about it."
5459,2591,fear,When I first sat for an entrance examination.
5460,4851,joy,"The day some friends of mine and I decided to go to Galicia on  
holiday."
5461,3978,guilt,Telling my parents that I did not get into a good university.
5462,5347,joy,"I was admited to the Chinese university of Hong Kong.  The day  
the results were announced I looked in the newspaper and saw my  
candidature number."
5463,3724,guilt,"I was out with a friend in a place where it was very, very busy.  
When we wanted to go I bumped a person, who dropped his glass  
beer I offered a new one but he didn't accept it."
5464,972,anger,Bus conductor insulted me for not buying a ticket (I forgot).
5465,5421,sadness,"When I feel helpless after having tried to help someone without  
any result."
5466,6497,shame,"When I was an evening school teacher it was my job to make the  
coffee but I was not able to get the coffee ready on time and I  
thus arrived half an hour late to the class.  On top of this the  
coffee was undrinkable."
5467,6593,shame,"While playing I urinated on grandma's floor and did not go to the  
lavatory.  My cousin told grandma and she came."
5468,5378,sadness,When I failed an exam.
5469,1027,anger,"I quarrelled with my brothers (twins) at home on saturday.  One  
of them studies in a private school and the other one is  
repeating his form five.  They do not know what they are doing.   
They follow every word of their teachers, books and systems.   
They always try to rationalize their bad acts by some game and  
they are satisfied with their awkward life.  I have tried to  
persuade them very often but have failed.  This time I had a  
fight as they have no voluntary spirit (they did not polish the  
floor)."
5470,2846,fear,"When I impregnated a certain girl, I thought that I would be  
forced to marry her or go to court."
5471,3891,guilt,"I send a word to my boss through my servant telling him that I  
would not report for work as I was not feeling well and that the    
doctor had refused to give me sick leave.  My intention was  
actually to go out of Lusaka for a week-end.  I left the same day  
and the following morning my boss found me in Mongu.  I felt  
guilty when asked to explain things on my return."
5472,6206,sadness,"At the death of my friend's father and especially as this  
happened ten days before her wedding."
5473,553,anger,Once again my parents distroyed a relationship.
5474,5811,sadness,"So as to be closer to the university I have left home and moved  
into Auckland. It now seems as if I have left home - especially  
my family - forever."
5475,4478,joy,"When my brother came back home after staying in hospital. He had  
undergone an operation which had been a matter of life or death.  
When he came home I could see him smile for the first time after  
may weeks."
5476,3055,fear,"I had fear when I was left alone at the bus depot at night. I had  
problems of how to move to this place."
5477,4351,joy,"Walking along the beach with a friend (another girl), talking,  
picking up shells, laughing, chasing seagulls."
5478,1869,disgust,"When my roommate came home at 10 in the morning after sleeping  
with a guy she did not know because she got drunk. (Se has a  
boyfriend too)."
5479,1235,disgust,When I saw a spider.
5480,5446,sadness,At set-backs.
5481,1442,disgust,I caught a glimpse of a black-beetle.
5482,900,anger,"There is a mad boy in our village. This boy hit me with a raw  
paw-paw in the face."
5483,4952,joy,When I received my promotion letter.
5484,6130,sadness,"China can not even give you good sound systems for an open  
lecture."
5485,2217,fear,"When I have to leave the baby in the carriage and go shopping, I  
fear that something will happen to the baby."
5486,7224,shame,"When I did poorly on a test and I knew that there wasn't an  
excuse for not doing better. Made mistakes I could not believe I  
made."
5487,5692,sadness,To buy a car and didn't like the business and the car.
5488,537,anger,"Meddlesomeness of my mother about the way I live. She thinks I am  
to free in my behavior for instance when a boyfriend stays the  
night."
5489,7161,shame,"During a class I was asked a question which I did not hear very  
clearly, so I gave an answer which was not related to the  
question and everyone started laughing at me."
5490,5881,sadness,"When a friend, after being free of drugs for half a year, started  
using them again. 
"
5491,6083,sadness,When I got a message that my child was not feeling well.
5492,2188,fear,"When I was in a little fishing boat and we ran into hard weather  
in the open sea."
5493,3076,fear,"When one of my relatives went out at night leaving me and my  
friend alone, I cheated my parents that she didn't go out, after  
they had heard that she was out, I was afraid that she might have  
beaten me."
5494,5770,sadness,"I felt sadness when I remembered my former boyfriend with whom I  
got separated an year ago and when comparing him with my present  
one with whom things are not much of a success."
5495,3497,guilt,"When I was young, I stole some money from my mother's purse. It  
wasn't very much, but I can remember when she found it gone I  
felt very guilty."
5496,1508,disgust,"I feel disgust with my first boyfriend who made fun of our love  
in an abominable way."
5497,474,anger,When the bus driver failed to stop and pick me up at a bus stop.
5498,3355,guilt,"I was working as a secretary.  My boss was to go to give a  
lecture, and wanted me to give him the exact address of the  
place."
5499,318,anger,"When one teacher unjustly gave me zero in a test saying that I  
was cribbing."
5500,4275,joy,When I had my children.
5501,1177,disgust,Can't remember having had this feeling.
5502,6806,shame,"During a family reunion, they started talking about me wearing an  
ear-ring."
5503,4808,joy,"My 21st birthday celebration, when I cut the cake and received  
the presents."
5504,6566,shame,"On the way back from a Summer spent in Sweden, I drunk with a man  
in the train.  I had drunk so much that when I got home I fell  
asleep in the entrance hall.  I have never drunk that much,  
neither before nor after that incident.  I was ashamed because my  
mother and my sister had to see me in that state and my father  
had to carry me to bed."
5505,948,anger,"Sometime back another girl who was in terms with my ex-boyfriend  
came to shout at me at twelve midnight. It was because she  
thought I was still interested in the boy."
5506,4447,joy,A good report card (a scholarship) in primary school.
5507,5417,sadness,"When I was told that I had not been successful in getting the job I  
had been expecting.  I was sure that I was sufficiently  
qualified."
5508,3573,guilt,"The greatest guilt I felt and I didn't know if it was really  
justified is that when I was a child I had a brother very close  
to me. He  became ill, and asked me to see  him in the hospital.  
I didn't go, when his situation became worse in the U.I.T. (Unity  
of intensive therapy) I went and he died."
5509,4457,joy,"In the army, my result at the shooting exercises got  
me a three day furlough."
5510,3041,fear,"When my mother met with a serious accident and there was danger  
that she would not survive and if she did she would loose  
her memory."
5511,1453,disgust,Negative statement concerning me of a friend before strangers.
5512,5741,sadness,"A sudden doubt made me run for a long time in a rainy autumn  
night. When I reached the intended place I saw my beloved in  
another man's arms. A sudden blow, grief, I cannot qualify it, it  
is painful for me to remember about it."
5513,934,anger,"My best friend started moving out with my boyfriend. When I heard  
this my heart sank because I didn't expect that my own good  
friend could do such a thing, so I got angry."
5514,90,anger,"With the job appointments committee when the headmaster in charge  
explained that a male teacher was more suitable for the  
particular post.  I had more years of service than the male  
teacher, but this was not taken into consideration.  I could have  
been given a less attractive job if things had gone the way the  
headmaster wanted."
5515,7237,shame,"I borrowed $ 20.00 from a friend and paid him back much later  
than I had originally intended."
5516,1964,disgust,"I was disgusted with my girlfriend's behaviour. She was going out  
with other boys who were also my friends."
5517,5815,sadness,"My father died. I was away at the time and did not know until two  
days after."
5518,404,anger,"The doctors from Belogradchik town determined a wrong diagnosis  
to my son. A month later, after some complex examinations at ISUL  
(A medical institute in Sofia), the diagnosis was categorically rejected."
5519,1760,disgust,"When I saw a woman who had been run over by a train, just off  
Kafue.  The woman had been cut to bits, there was blood and         
splinters of bone every where."
5520,1127,disgust,"A film were a woman was attacked and raped.  One did not see the  
worst but it had the desired effect - very strong."
5521,6575,shame,"I thought I would be able to use the mangle of the house, and so  
I did not want any help.  However, I blocked it and I had to get  
the janitor to help me out.  He reproached me for not having  
followed the instructions"
5522,4681,joy,When I understood I was admitted to the Sofia University.
5523,5698,sadness,"When I deeply felt that I could lose the person I love best  
because of my foolishness."
5524,4640,joy,I got a present from a great friend (a dog).
5525,4233,guilt,"I was cold to my sister without meaning it, just because I was  
upset and frustated."
5526,5787,sadness,"I felt sad when my first boyfriend and I left each other. It was neither  
his fault nor mine."
5527,994,anger,Finding out about Chinese money cannot buy foreign journals.
5528,3180,fear,"One day a fierce looking man came to our house  and said that my  
father should apologize to him, however I was alone at home."
5529,104,anger,"When students in our working group showed no responsibility or  
interest in our work."
5530,2057,disgust,Saw some young people fighting for seats on a bus.
5531,2813,fear,While paddling in the river during a storm.  I feared drowning.
5532,6002,sadness,"When my parents and sister went on a trip and I was separated  
from them for about three months."
5533,5966,sadness,"When a friend of mine told me that he was going to commit  
suicide."
5534,2365,fear,"No really strong such emotion. Just falling off to sleep when I  
caught sight of a 5 cm diameter spider crawling onto the pillow  
beside me."
5535,1429,disgust,"When I saw a man who hadn't the lower .... in a car  
exhibition. He was passing a handkerchief from inside to outside  
of his mouth."
5536,5962,sadness,When someone in my family died.
5537,5853,sadness,"When a very close friend of mine went into hospital for a major  
operation and I couldn't see her for a while as I was not a  
relative she had no relatives in N.Z."
5538,7077,shame,"I got pass marks in the H.S.S compulsory courses while most  
people performed well."
5539,4641,joy,When I can see my parents because now I am far from them.
5540,4047,guilt,I felt guilty when I lied to my parents.
5541,2679,fear,When armed robbers broke into our house at night.
5542,6374,sadness,My teacher's death.
5543,2909,fear,"When I had to talk to some strangers, from whom I was expecting a  
negative answer."
5544,595,anger,"When I was young, I became very angry as I was not allowed to  
stay up all night for the fair in my town."
5545,3088,fear,"When I was travelling home by bus and suddenly the bus hit and  
the bus leaned against a wall."
5546,7011,shame,When I was dismissed from a job after having been accused of theft.
5547,4828,joy,The day I heard that I passed the high school exam.
5548,5409,sadness,"I talked to my boyfriend on the phone when I was in high spirits  
and had a lot to tell him.  I had been looking forward to this  
conversation and he did not listen to me to the extent that I  
had anticipated."
5549,6804,shame,"I was taking place in an anti nuclear protest and was shouting  
protest loudly to some American sailors of the U.S. Texas  
submarine. A guy came up to me and said that's your brother  
screaming at, I felt shame and I realized screaming at another  
person isn't good protesting. Now I'm a silent protester."
5550,5359,joy,"I had a picnic with old classmates, we chatted and played games."
5551,7203,shame,"Since I've been here I haven't written to any of my relatives. I got  
a letter from my mom telling me how upset my grandparents are  
from not hearing from me."
5552,41,anger,"The sports fishermen who catch gulls instead of fish with their hooks.  
  It is often a mistake but it makes me angry."
5553,4564,joy,"When my brothers had passed all of their exams and were able to   
graduate from their courses."
5554,2594,fear,"I had to tell someone that I was interested in remaining celibate  
and alone. And that my spiritual master strictly prohibited  
sexual relations outside of marriage. This caused great fear  
through lack of conviction afraid to hurt someone's feelings  
despite my own being hurt in the process."
5555,4166,guilt,"No ideal result in the University entrance examn, guilty to  
family and friend."
5556,4863,joy,"When I met a very close friend of mine after one year of  
separation."
5557,3807,guilt,When I hurt a person's feelings.
5558,7207,shame,"When given responsibility to grade papers in elementary school, I  
cheated a little and graded my own higher."
5559,4619,joy,"I felt a great joy when I knew that my father was going to sell  
the apartment from GUARUSA, because in some way we were helded by  
it, that means that we didn't go to any other place, because we  
had the apartment."
5560,6186,sadness,"After my little sister's Graduation from High School my  
grandmother became very sick. She passed away a few months later."
5561,4383,joy,Finding my glasses again after having lost them in town.
5562,4086,guilt,Failed to do what I had promised.
5563,402,anger,"I feel this feeling when I am to fill in a questionnaire or a  
form."
5564,4968,joy,"I felt vvery happy when I was accepted at UNZA for my studies.   
I had not expected this as I had been ill during the exams."
5565,1422,disgust,"When I saw the film ""Memorie of Prison"" I saw a scene of  
masturbation of a man in the hold of a ship apart form fact that  
the film wasn't pleasant I had a leg of coconut candies in my  
hands."
5566,5016,joy,"The computer at school had left out my name along with four  
others and I had no rights for one year.  So I was happy to find  
my name on the medical schhol list."
5567,2528,fear,"I was to be given an audition to get a role. I had a competitress  
and I wasn't well prepared because I was ill."
5568,6763,shame,"Some times I was ashamed of presenting seminaries or even to  
speak in class."
5569,17,anger,"On the T.V I saw a news feature on South Africa.  A policeman       
attacked a group of black people with a whip."
5570,4750,joy,"When I went to the pub with a large group of friends, we drank  
and danced."
5571,4827,joy,"When my boyfriend and I went out for a dinner and subsequently  
went to his family. We had a very nice evening."
5572,5561,sadness,"I had to leave my girlfriend for 4 weeks because of my studies.  
This happens frequently. The last 24 hours before my departure  
are always very depressing."
5573,4753,joy,"Receiving understanding from within self of a subject I had  
previously wished to understand better."
5574,4900,joy,When I obtained good marks in a subject I had failed before.
5575,2476,fear,"I was visiting my parents in law when the house was invaded by  
three strange men, and they committed an armed assault."
5576,1668,disgust,"I was in the cafeteria at the university and a class-mate told me  
that a friend of hers had had all her teeth taken out because of  
an infection caused by her eating a rat's nail in her hamburger."
5577,148,anger,"A member of a religious sect tried to convert me, using really  
evil tricks to persuade me.  After he had left, I was anxious and  
angry for a long time. After the event, I was alone."
5578,7406,shame,"Foreign students playing loud music in the night before the  
biology examn."
5579,1458,disgust,"Sort of awkward. I'd introduced (a lover) but introduced as a  
friend to some members of my family, and my niece Yavanna who's  
six was home from school and at Mum's and Dad's and was really  
silly and at first it was ok, but it went on and on - yukky pooh!  
You eat your snot, etc. and I felt cross she wouldn't stop. But  
she had an audience and was in one of those moods. Once I'd  
accepted it was something everyone does at time I felt better -  
it was partly having my friend there."
5580,651,anger,"When a friend tried to back bite me on false grounds.  This made  
me wonder if he was a really a good friend."
5581,4600,joy,"When I met again a great friend and talked a little while with  
him. When I see again another I miss."
5582,7433,shame,"When the class leader read out the names of those chosen for the  
English lecture and I was not on the list."
5583,4594,joy,"When I got through the examination for my driver licence, and  
when I finished I knew I had passed it."
5584,2841,fear,"When we forced a friend to chew a poisonous herb in primary  
school.  His tongue was swollen and he told his mother about it.   
The mother reported it to the headmaster who threatened to expel  
us."
5585,453,anger,"When present boyfriend's mother approached my parents and self -  
to leave her son alone - as she did not want me for a future  
daughter-in-law."
5586,1448,disgust,"I am disgusted with my sister's husband. On an early Sunday  
morning after having knocked at my door, he suddenly rushed in  
and finching me still in bed he began quarrelling about  
something. I could not understand. I heard his last words: ""Don't  
stare at me so because I'll beat you in your bed"" I got up  
terrified and a thrashing followed."
5587,6828,shame,A theft committed by me.
5588,679,anger,"I was annoyed when a person higher up asked me why a particular  
job was not done, it was not my job to do it.  "
5589,105,anger,"My nephew is a deaf and also ""hyperactive"" boy. I had been  
responsible for looking after him for a full day, and was very  
tired. Then he suddenly grabbed a knife and stabbed me in the  
leg. I got so angry that I didn't feel any pain."
5590,1877,disgust,NO RESPONSE
5591,1445,disgust,"We had a birthday party with 5 friends. One of us frequently used  
hard drugs. On the party I discovered that the other 3 friends  
also used them. While we agreed we would help the big user to  
stop using it."
5592,46,anger,"When we were in high school a few guys sometimes provoked a  
friend of mine.  They called her a pig and then grunted.  This  
irritated most of the girls.  Once, one of the girls got angry at  
my friend and said something nasty and this made me terribly  
angry."
5593,2076,disgust,Some students deliberately disobey me as a class leader.
5594,2563,fear,"Because of a conflict with my parents there was a possibility to  
interrupt my studies."
5595,4597,joy,Always when I am well succeded.
5596,3737,guilt,"When I tell someone no. In other words when I refuse to do  
something although I could have helped him."
5597,763,anger,"[ When some difference of opinion occurs in a silly situation.]   
"
5598,4890,joy,"When a study tour got confirmed, I was happy all the time till     
the tour began."
5599,5715,sadness,"The day that the results of the college entrance examinations for  
the S. Paulo University were published and I didn't find my name  
on the list. Entering this University was my greatest wish, and   
the fact of not having succeded caused a great frustration, and  
not only sadness."
5600,1012,anger,Being mistreated by other people.
5601,495,anger,"Most recently when the chairman at the New Zeeland Rugby Union  
announced that the All Blacks' would accept the invitation of  
South Africa to play rugby in that country."
5602,1757,disgust,"When thieves broke into our house, I was disgusted by their  
behaviour.  They did not find anything so they broke things like  
the windows, glasses etc."
5603,3120,fear,Left alone in the dark in a big building.
5604,606,anger,"In a very important basket-ball match where a lot was at stake, I  
played very badly."
5605,5391,sadness,"When I realized that my girlfriend, whom I like, and I were going  
to separate."
5606,950,anger,I was angry when my boyfriend did not turn up as promised.
5607,6025,sadness,When a friend left me and went back home for good.
5608,3908,guilt,"When I lied at home.   I told them that I was going to a  
Christian meeting and I went to see my boyfriend instead."
5609,3985,guilt,"I broke a cup and put it back without telling anyone about it and  
someone almost got blamed for it, then it was discovered that it  
was me who had broken it."
5610,5925,sadness,I felt very sad when I heard that a friend had committed suicide.
5611,6731,shame,I confused a girl with another.
5612,6738,shame,"I felt something akin to shame after a heavy night of drinking,  
along with waking up with a woman I had just met whose husband  
was an epileptic. I was later to know that she knew my mother."
5613,199,anger,"A friend who shares the room with me, opened the window in the  
morning and left the room the whole day. When I came home in the  
evening, the room was so cold that I couldn't stay there."
5614,6964,shame,"I tried to swindle a jeweller because my watch was broken and I  
wanted to have it repaired it was a pity but they detected it."
5615,5165,joy,"It was about a fortnight ago, I was declared successful in the  
U.G.C exam this year (only four in Bombay succeeded).  My joy  
knew no bounds."
5616,4973,joy,"When I received a letter from a woman I thought had not ever  
cared for me.  This was when I needed her and I was overjoyed to  
learn that it was me who was delaying things."
5617,2416,fear,"A workmate and I had been antagonistic with each other for some  
weeks - he had reacted violently to my criticisms of his work  
standards."
5618,6055,sadness,When my grandmother passed away.
5619,6891,shame,Cannot recall the emotion with any force.
